id,TEMPERATURE_C,HUMIDITY_percentage,ALTITUDE_m,PRESSURE_hPa,PM10,PM25,PM100,P03um_perdecilitre,P05um_perdecilitre,P10um_perdecilitre,P25um_perdecilitre,P50um_perdecilitre,P100um_perdecilitre,CO2_ppm,TVOC_ppb,AIR_QUALITY_ppm,GAS_RESISTANCE_KOhms,TIME
311,23.96,71.62,213.23,98790.00,6.00,7.00,9.00,1068.00,336.00,29.00,2.00,2.00,2.00,414.00,2.00,1195.00,32401.00,"2022-04-29 21:59:17"
312,23.98,71.77,213.31,98789.00,8.00,9.00,9.00,1245.00,377.00,27.00,2.00,0.00,0.00,420.00,3.00,1183.00,32579.00,"2022-04-29 21:59:44"
313,23.97,71.97,213.57,98786.00,7.00,8.00,11.00,1230.00,378.00,47.00,5.00,5.00,0.00,409.00,1.00,1179.00,32376.00,"2022-04-29 22:00:11"
314,23.95,72.04,213.65,98785.00,5.00,7.00,9.00,1095.00,325.00,39.00,4.00,2.00,2.00,416.00,2.00,1167.00,32528.00,"2022-04-29 22:00:38"
315,24.01,72.19,213.57,98786.00,9.00,9.00,11.00,1248.00,385.00,20.00,2.00,2.00,2.00,408.00,1.00,1194.00,32427.00,"2022-04-29 22:01:05"
316,24.09,71.87,213.48,98787.00,7.00,8.00,9.00,1188.00,386.00,26.00,2.00,0.00,0.00,418.00,2.00,1183.00,32452.00,"2022-04-29 22:01:32"
317,24.12,71.49,213.74,98784.00,7.00,7.00,9.00,1074.00,340.00,25.00,2.00,2.00,0.00,415.00,2.00,1169.00,32477.00,"2022-04-29 22:01:59"
318,24.13,71.50,213.74,98784.00,5.00,8.00,11.00,951.00,289.00,45.00,9.00,4.00,0.00,411.00,1.00,1193.00,32681.00,"2022-04-29 22:02:26"
319,24.15,71.61,213.48,98787.00,6.00,9.00,14.00,1191.00,381.00,58.00,8.00,4.00,4.00,407.00,1.00,1185.00,32630.00,"2022-04-29 22:02:54"
320,24.14,71.35,213.31,98789.00,4.00,5.00,6.00,924.00,280.00,24.00,4.00,2.00,0.00,400.00,0.00,1195.00,32681.00,"2022-04-29 22:03:21"
321,24.17,71.62,213.23,98790.00,6.00,6.00,8.00,1086.00,322.00,17.00,2.00,2.00,2.00,408.00,1.00,1215.00,32301.00,"2022-04-29 22:03:49"
322,24.17,71.76,213.57,98786.00,8.00,9.00,9.00,1233.00,395.00,26.00,0.00,0.00,0.00,400.00,0.00,1195.00,29781.00,"2022-04-29 22:04:53"
323,24.12,71.05,213.48,98787.00,7.00,11.00,12.00,1212.00,376.00,59.00,7.00,0.00,0.00,423.00,3.00,1193.00,31375.00,"2022-04-29 22:05:20"
324,24.13,71.62,213.31,98789.00,7.00,8.00,11.00,1203.00,367.00,33.00,4.00,4.00,0.00,402.00,0.00,1175.00,31638.00,"2022-04-29 22:05:48"
325,24.18,71.67,213.31,98789.00,8.00,8.00,9.00,1113.00,345.00,17.00,2.00,2.00,0.00,400.00,0.00,1170.00,32052.00,"2022-04-29 22:06:15"
326,24.13,71.34,212.97,98793.00,8.00,8.00,8.00,1128.00,355.00,21.00,0.00,0.00,0.00,405.00,0.00,1165.00,32052.00,"2022-04-29 22:06:42"
327,24.10,71.70,213.06,98792.00,6.00,7.00,9.00,1092.00,327.00,23.00,2.00,2.00,2.00,418.00,2.00,1168.00,32251.00,"2022-04-29 22:07:09"
328,24.08,71.50,213.31,98789.00,6.00,6.00,9.00,1086.00,332.00,18.00,4.00,4.00,2.00,415.00,2.00,1165.00,32251.00,"2022-04-29 22:07:36"
329,24.07,71.55,213.74,98784.00,6.00,7.00,13.00,1230.00,378.00,20.00,9.00,9.00,2.00,409.00,1.00,1174.00,32351.00,"2022-04-29 22:08:03"
330,24.09,71.66,213.91,98782.00,6.00,8.00,8.00,1155.00,346.00,43.00,2.00,0.00,0.00,411.00,1.00,1166.00,32351.00,"2022-04-29 22:08:31"
331,24.11,71.70,213.74,98784.00,7.00,8.00,12.00,1290.00,397.00,45.00,7.00,4.00,2.00,423.00,3.00,1193.00,32351.00,"2022-04-29 22:08:58"
332,24.08,71.67,213.91,98782.00,5.00,5.00,5.00,954.00,293.00,24.00,0.00,0.00,0.00,418.00,2.00,1168.00,32528.00,"2022-04-29 22:09:25"
333,24.07,71.53,213.74,98784.00,6.00,7.00,10.00,972.00,307.00,45.00,4.00,4.00,2.00,400.00,0.00,1187.00,32503.00,"2022-04-29 22:09:52"
334,24.05,71.64,213.91,98782.00,8.00,9.00,12.00,1206.00,384.00,37.00,6.00,4.00,0.00,409.00,1.00,1186.00,32630.00,"2022-04-29 22:10:19"
335,24.04,71.67,213.57,98786.00,7.00,9.00,9.00,1143.00,352.00,49.00,0.00,0.00,0.00,420.00,3.00,1143.00,32681.00,"2022-04-29 22:10:46"
336,24.03,71.63,213.31,98789.00,7.00,7.00,7.00,1020.00,312.00,25.00,0.00,0.00,0.00,403.00,0.00,1234.00,32681.00,"2022-04-29 22:11:14"
337,24.04,71.56,212.97,98793.00,5.00,7.00,8.00,966.00,297.00,21.00,2.00,2.00,0.00,414.00,2.00,1167.00,32836.00,"2022-04-29 22:11:41"
338,24.03,71.50,212.72,98796.00,6.00,8.00,9.00,1236.00,369.00,48.00,2.00,2.00,0.00,425.00,3.00,1165.00,32579.00,"2022-04-29 22:12:08"
339,24.05,71.68,212.46,98799.00,5.00,6.00,7.00,1098.00,319.00,13.00,2.00,2.00,0.00,407.00,1.00,1169.00,32656.00,"2022-04-29 22:12:35"
340,24.04,71.61,212.38,98800.00,6.00,7.00,7.00,1092.00,332.00,30.00,0.00,0.00,0.00,400.00,0.00,1182.00,32656.00,"2022-04-29 22:13:02"
341,24.03,71.48,212.72,98796.00,6.00,6.00,7.00,1026.00,315.00,31.00,2.00,0.00,0.00,403.00,0.00,1205.00,32733.00,"2022-04-29 22:13:29"
342,24.03,71.53,213.23,98790.00,6.00,7.00,7.00,999.00,307.00,24.00,0.00,0.00,0.00,407.00,1.00,1185.00,32630.00,"2022-04-29 22:13:57"
343,24.02,71.62,213.40,98788.00,5.00,5.00,9.00,999.00,311.00,24.00,4.00,4.00,2.00,416.00,2.00,1202.00,32733.00,"2022-04-29 22:14:24"
344,24.03,71.63,213.48,98787.00,5.00,6.00,8.00,960.00,295.00,20.00,6.00,4.00,0.00,400.00,0.00,1188.00,32605.00,"2022-04-29 22:14:51"
345,24.11,71.89,213.48,98787.00,5.00,5.00,5.00,1002.00,309.00,2.00,0.00,0.00,0.00,407.00,1.00,1184.00,32477.00,"2022-04-29 22:15:18"
346,24.17,71.66,213.14,98791.00,6.00,8.00,11.00,1068.00,330.00,35.00,6.00,4.00,0.00,436.00,5.00,1189.00,32452.00,"2022-04-29 22:15:45"
347,24.22,71.64,212.72,98796.00,5.00,6.00,6.00,963.00,300.00,25.00,0.00,0.00,0.00,416.00,2.00,1168.00,32276.00,"2022-04-29 22:16:12"
348,24.21,71.41,212.29,98801.00,6.00,6.00,6.00,948.00,285.00,26.00,0.00,0.00,0.00,418.00,2.00,1183.00,32427.00,"2022-04-29 22:16:39"
349,24.23,71.48,211.95,98805.00,5.00,6.00,8.00,978.00,313.00,25.00,4.00,2.00,2.00,423.00,3.00,1172.00,32401.00,"2022-04-29 22:17:06"
350,24.19,70.80,212.04,98804.00,6.00,7.00,11.00,1095.00,347.00,28.00,4.00,4.00,4.00,422.00,3.00,1153.00,32810.00,"2022-04-29 22:17:33"
351,24.19,71.34,212.04,98804.00,4.00,5.00,7.00,930.00,285.00,21.00,4.00,2.00,0.00,416.00,2.00,1167.00,32836.00,"2022-04-29 22:18:00"
352,24.16,71.28,212.21,98802.00,6.00,7.00,9.00,1047.00,336.00,35.00,4.00,2.00,0.00,418.00,2.00,1161.00,32579.00,"2022-04-29 22:18:28"
353,24.13,71.49,212.38,98800.00,7.00,8.00,10.00,1323.00,386.00,33.00,2.00,2.00,0.00,405.00,0.00,1155.00,32681.00,"2022-04-29 22:18:55"
354,24.15,71.53,212.63,98797.00,7.00,9.00,10.00,1236.00,379.00,36.00,2.00,2.00,0.00,418.00,2.00,1158.00,32452.00,"2022-04-29 22:19:22"
355,24.21,71.63,212.89,98794.00,5.00,6.00,7.00,1059.00,316.00,25.00,2.00,0.00,0.00,418.00,2.00,1152.00,32401.00,"2022-04-29 22:19:49"
356,24.28,71.58,213.14,98791.00,8.00,10.00,10.00,1275.00,394.00,33.00,4.00,0.00,0.00,418.00,2.00,1150.00,32101.00,"2022-04-29 22:20:16"
357,24.34,71.51,213.48,98787.00,6.00,9.00,14.00,1143.00,352.00,56.00,11.00,4.00,2.00,414.00,2.00,1166.00,32003.00,"2022-04-29 22:20:43"
358,24.30,71.21,213.48,98787.00,7.00,8.00,8.00,1191.00,370.00,37.00,0.00,0.00,0.00,409.00,1.00,1174.00,32630.00,"2022-04-29 22:21:10"
359,24.15,68.24,213.57,98786.00,6.00,10.00,12.00,1068.00,329.00,45.00,10.00,4.00,0.00,411.00,1.00,1150.00,34670.00,"2022-04-29 22:21:37"
360,24.00,65.87,213.48,98787.00,6.00,6.00,6.00,1113.00,326.00,16.00,0.00,0.00,0.00,413.00,1.00,1145.00,36526.00,"2022-04-29 22:22:05"
361,23.93,65.83,213.40,98788.00,6.00,6.00,9.00,969.00,306.00,18.00,4.00,2.00,0.00,413.00,1.00,1141.00,37346.00,"2022-04-29 22:22:32"
362,23.90,65.10,213.31,98789.00,6.00,6.00,8.00,924.00,280.00,15.00,4.00,4.00,0.00,408.00,1.00,1142.00,37925.00,"2022-04-29 22:22:59"
363,23.85,63.74,213.31,98789.00,5.00,6.00,6.00,852.00,270.00,14.00,0.00,0.00,0.00,414.00,2.00,1121.00,38203.00,"2022-04-29 22:23:26"
364,23.82,63.49,213.14,98791.00,4.00,5.00,6.00,762.00,237.00,24.00,2.00,2.00,0.00,406.00,0.00,1127.00,38955.00,"2022-04-29 22:23:53"
365,23.78,63.42,213.06,98792.00,6.00,8.00,9.00,1017.00,312.00,45.00,4.00,2.00,0.00,422.00,3.00,1119.00,38773.00,"2022-04-29 22:24:20"
366,23.82,64.89,212.89,98794.00,7.00,11.00,14.00,1275.00,403.00,53.00,9.00,5.00,0.00,410.00,1.00,1125.00,37925.00,"2022-04-29 22:24:48"
367,23.85,65.93,212.89,98794.00,5.00,7.00,8.00,1080.00,325.00,36.00,2.00,2.00,0.00,410.00,1.00,1132.00,37787.00,"2022-04-29 22:25:15"
368,23.84,66.09,212.97,98793.00,4.00,5.00,5.00,846.00,266.00,24.00,0.00,0.00,0.00,408.00,1.00,1125.00,37313.00,"2022-04-29 22:25:42"
369,23.82,66.63,213.31,98789.00,7.00,14.00,15.00,1329.00,425.00,91.00,6.00,2.00,0.00,410.00,1.00,1142.00,37346.00,"2022-04-29 22:26:09"
370,23.80,66.78,213.65,98785.00,5.00,7.00,13.00,1104.00,351.00,47.00,6.00,6.00,6.00,400.00,0.00,1147.00,37080.00,"2022-04-29 22:26:36"
371,23.77,66.81,213.82,98783.00,6.00,6.00,6.00,1065.00,328.00,16.00,0.00,0.00,0.00,413.00,1.00,1142.00,37380.00,"2022-04-29 22:27:03"
372,23.73,66.45,214.08,98780.00,4.00,5.00,9.00,960.00,288.00,24.00,7.00,4.00,2.00,403.00,0.00,1125.00,37246.00,"2022-04-29 22:27:31"
373,23.71,66.69,214.33,98777.00,6.00,6.00,9.00,1110.00,340.00,21.00,4.00,4.00,0.00,400.00,0.00,1123.00,37582.00,"2022-04-29 22:27:59"
374,23.68,66.18,214.33,98777.00,6.00,7.00,7.00,1080.00,325.00,31.00,0.00,0.00,0.00,418.00,2.00,1168.00,37890.00,"2022-04-29 22:28:26"
375,23.65,66.24,214.16,98779.00,7.00,9.00,13.00,1263.00,396.00,39.00,6.00,6.00,0.00,403.00,0.00,1117.00,38203.00,"2022-04-29 22:28:53"
376,23.64,66.47,213.91,98782.00,6.00,8.00,8.00,1050.00,328.00,48.00,2.00,0.00,0.00,409.00,1.00,1117.00,38415.00,"2022-04-29 22:29:20"
377,23.62,65.83,213.82,98783.00,6.00,8.00,14.00,1119.00,349.00,58.00,10.00,7.00,0.00,400.00,0.00,1136.00,38558.00,"2022-04-29 22:29:47"
378,23.60,65.71,213.74,98784.00,6.00,10.00,11.00,1188.00,366.00,58.00,4.00,0.00,0.00,402.00,0.00,1109.00,38918.00,"2022-04-29 22:30:14"
379,23.58,65.62,213.65,98785.00,5.00,6.00,11.00,1029.00,308.00,39.00,6.00,6.00,4.00,423.00,3.00,1123.00,39138.00,"2022-04-29 22:30:41"
380,23.55,65.27,213.65,98785.00,6.00,6.00,6.00,1038.00,326.00,14.00,0.00,0.00,0.00,418.00,2.00,1136.00,39547.00,"2022-04-29 22:31:09"
381,23.52,64.72,213.82,98783.00,4.00,5.00,10.00,999.00,306.00,20.00,8.00,6.00,0.00,418.00,2.00,1130.00,40003.00,"2022-04-29 22:31:36"
382,23.51,65.03,213.91,98782.00,5.00,6.00,6.00,1068.00,333.00,23.00,0.00,0.00,0.00,420.00,3.00,1134.00,39736.00,"2022-04-29 22:32:03"
383,23.50,65.46,213.99,98781.00,9.00,9.00,10.00,1425.00,443.00,20.00,2.00,2.00,0.00,403.00,0.00,1122.00,39812.00,"2022-04-29 22:32:30"
384,23.49,64.65,213.82,98783.00,7.00,7.00,7.00,1152.00,353.00,31.00,0.00,0.00,0.00,402.00,0.00,1133.00,39965.00,"2022-04-29 22:32:57"
385,23.48,65.08,213.74,98784.00,6.00,8.00,12.00,1164.00,369.00,35.00,13.00,0.00,0.00,400.00,0.00,1125.00,40042.00,"2022-04-29 22:33:24"
386,23.49,65.13,213.65,98785.00,7.00,8.00,11.00,1191.00,363.00,48.00,4.00,4.00,0.00,422.00,3.00,1162.00,39965.00,"2022-04-29 22:33:52"
387,23.51,65.62,213.40,98788.00,7.00,7.00,9.00,1086.00,329.00,19.00,2.00,2.00,0.00,400.00,0.00,1147.00,39736.00,"2022-04-29 22:34:19"
388,23.51,65.14,213.57,98786.00,6.00,9.00,9.00,1143.00,353.00,43.00,0.00,0.00,0.00,402.00,0.00,1127.00,40042.00,"2022-04-29 22:34:46"
389,23.51,65.52,213.57,98786.00,5.00,6.00,9.00,975.00,295.00,14.00,4.00,4.00,2.00,413.00,1.00,1151.00,39850.00,"2022-04-29 22:35:13"
390,23.52,65.86,213.65,98785.00,6.00,6.00,9.00,1017.00,314.00,13.00,4.00,4.00,0.00,410.00,1.00,1154.00,39547.00,"2022-04-29 22:35:40"
391,23.53,66.15,213.74,98784.00,5.00,7.00,9.00,981.00,288.00,23.00,6.00,2.00,2.00,400.00,0.00,1157.00,39547.00,"2022-04-29 22:36:07"
392,23.54,66.11,213.82,98783.00,8.00,12.00,15.00,1236.00,395.00,46.00,8.00,4.00,0.00,400.00,0.00,1147.00,39660.00,"2022-04-29 22:36:35"
393,23.54,66.27,213.91,98782.00,7.00,10.00,14.00,1149.00,366.00,54.00,7.00,5.00,2.00,408.00,1.00,1137.00,39585.00,"2022-04-29 22:37:02"
394,23.55,66.37,213.91,98782.00,5.00,5.00,9.00,975.00,306.00,11.00,6.00,4.00,0.00,403.00,0.00,1101.00,39510.00,"2022-04-29 22:37:29"
395,23.55,66.09,213.91,98782.00,5.00,8.00,9.00,1086.00,337.00,43.00,6.00,2.00,0.00,410.00,1.00,1141.00,39547.00,"2022-04-29 22:37:56"
396,23.54,65.86,213.99,98781.00,8.00,12.00,13.00,1269.00,393.00,47.00,9.00,2.00,0.00,416.00,2.00,1151.00,39850.00,"2022-04-29 22:38:23"
397,23.52,65.90,213.99,98781.00,6.00,7.00,12.00,1056.00,321.00,44.00,8.00,6.00,2.00,410.00,1.00,1161.00,39660.00,"2022-04-29 22:38:50"
398,23.51,66.02,214.08,98780.00,6.00,7.00,8.00,1035.00,310.00,16.00,2.00,2.00,0.00,418.00,2.00,1133.00,39622.00,"2022-04-29 22:39:17"
399,23.51,66.13,213.99,98781.00,7.00,8.00,10.00,1209.00,362.00,43.00,4.00,2.00,0.00,420.00,3.00,1147.00,39660.00,"2022-04-29 22:39:45"
400,23.50,66.31,214.08,98780.00,7.00,11.00,14.00,1113.00,350.00,37.00,14.00,4.00,2.00,400.00,0.00,1166.00,39660.00,"2022-04-29 22:40:12"
401,23.49,66.13,214.08,98780.00,7.00,8.00,9.00,1224.00,371.00,33.00,2.00,0.00,0.00,400.00,0.00,1152.00,39812.00,"2022-04-29 22:40:39"
402,23.48,66.29,214.08,98780.00,5.00,6.00,6.00,1020.00,315.00,33.00,0.00,0.00,0.00,416.00,2.00,1166.00,39850.00,"2022-04-29 22:41:06"
403,23.49,66.38,214.25,98778.00,5.00,9.00,15.00,1101.00,337.00,66.00,12.00,6.00,2.00,403.00,0.00,1135.00,39888.00,"2022-04-29 22:41:33"
404,23.53,66.43,214.42,98776.00,4.00,9.00,10.00,945.00,305.00,55.00,8.00,2.00,0.00,402.00,1.00,1142.00,40081.00,"2022-04-29 22:42:00"
405,23.55,66.14,214.42,98776.00,7.00,8.00,11.00,1194.00,378.00,30.00,6.00,4.00,2.00,407.00,1.00,1134.00,40081.00,"2022-04-29 22:42:28"
406,23.55,66.34,214.50,98775.00,5.00,7.00,11.00,1059.00,326.00,48.00,6.00,6.00,0.00,405.00,0.00,1109.00,39660.00,"2022-04-29 22:42:55"
407,23.57,66.94,214.50,98775.00,5.00,7.00,7.00,1017.00,309.00,42.00,0.00,0.00,0.00,400.00,0.00,1109.00,39212.00,"2022-04-29 22:43:22"
408,23.62,67.13,214.67,98773.00,6.00,7.00,10.00,1080.00,346.00,23.00,4.00,4.00,0.00,405.00,0.00,1133.00,38991.00,"2022-04-29 22:43:49"
409,23.64,66.30,214.59,98774.00,4.00,6.00,8.00,981.00,300.00,35.00,2.00,2.00,2.00,400.00,0.00,1138.00,39965.00,"2022-04-29 22:44:16"
410,23.69,66.33,214.67,98773.00,4.00,4.00,8.00,891.00,280.00,20.00,5.00,5.00,0.00,420.00,3.00,1154.00,39698.00,"2022-04-29 22:44:43"
411,23.70,66.04,214.76,98772.00,5.00,6.00,8.00,942.00,298.00,23.00,4.00,4.00,0.00,427.00,4.00,1136.00,39510.00,"2022-04-29 22:45:10"
412,23.65,64.90,214.59,98774.00,8.00,10.00,14.00,1329.00,421.00,50.00,7.00,4.00,0.00,423.00,3.00,1133.00,40510.00,"2022-04-29 22:45:38"
413,23.62,63.66,214.59,98774.00,8.00,10.00,11.00,1344.00,411.00,53.00,2.00,2.00,0.00,418.00,2.00,1151.00,40989.00,"2022-04-29 22:46:05"
414,23.62,64.51,214.67,98773.00,5.00,6.00,8.00,1050.00,319.00,34.00,2.00,2.00,0.00,425.00,3.00,1153.00,40708.00,"2022-04-29 22:46:35"
415,23.65,64.76,214.67,98773.00,5.00,6.00,8.00,963.00,302.00,33.00,4.00,4.00,0.00,418.00,2.00,1136.00,40589.00,"2022-04-29 22:46:59"
416,23.62,63.53,214.67,98773.00,6.00,7.00,9.00,1128.00,345.00,33.00,5.00,0.00,0.00,402.00,0.00,1136.00,41355.00,"2022-04-29 22:47:27"
417,23.63,64.55,214.67,98773.00,6.00,6.00,7.00,1065.00,335.00,13.00,2.00,0.00,0.00,400.00,0.00,1150.00,40989.00,"2022-04-29 22:47:54"
418,23.64,64.47,214.50,98775.00,7.00,8.00,8.00,1245.00,382.00,33.00,0.00,0.00,0.00,408.00,1.00,1143.00,41070.00,"2022-04-29 22:48:21"
419,23.64,63.41,214.50,98775.00,7.00,8.00,9.00,1206.00,361.00,34.00,2.00,0.00,0.00,402.00,0.00,1120.00,41855.00,"2022-04-29 22:48:48"
420,23.63,63.31,214.50,98775.00,8.00,10.00,11.00,1167.00,371.00,50.00,2.00,2.00,0.00,426.00,3.00,1137.00,41562.00,"2022-04-29 22:49:15"
421,23.63,63.68,214.59,98774.00,6.00,8.00,10.00,1125.00,351.00,36.00,4.00,2.00,0.00,416.00,2.00,1134.00,41687.00,"2022-04-29 22:49:42"
422,23.64,63.22,214.67,98773.00,9.00,10.00,13.00,1293.00,405.00,46.00,4.00,4.00,0.00,407.00,1.00,1147.00,41687.00,"2022-04-29 22:50:09"
423,23.66,63.63,214.50,98775.00,5.00,6.00,7.00,1023.00,302.00,23.00,2.00,2.00,0.00,408.00,1.00,1135.00,41521.00,"2022-04-29 22:50:37"
424,23.68,62.80,214.33,98777.00,7.00,9.00,13.00,1305.00,395.00,29.00,8.00,6.00,0.00,407.00,1.00,1131.00,41771.00,"2022-04-29 22:51:04"
425,23.72,63.09,214.08,98780.00,6.00,7.00,12.00,1146.00,349.00,36.00,7.00,7.00,2.00,400.00,0.00,1130.00,41939.00,"2022-04-29 22:51:31"
426,23.74,62.78,214.16,98779.00,5.00,6.00,7.00,924.00,282.00,28.00,2.00,0.00,0.00,420.00,3.00,1151.00,41562.00,"2022-04-29 22:51:58"
427,23.73,62.74,214.33,98777.00,5.00,5.00,6.00,954.00,284.00,13.00,2.00,2.00,0.00,422.00,3.00,1141.00,41438.00,"2022-04-29 22:52:25"
428,23.74,63.33,214.59,98774.00,5.00,6.00,8.00,1086.00,320.00,27.00,4.00,4.00,0.00,418.00,2.00,1139.00,41314.00,"2022-04-29 22:52:52"
429,23.72,63.02,214.76,98772.00,8.00,13.00,14.00,1404.00,430.00,59.00,9.00,2.00,0.00,423.00,3.00,1146.00,41855.00,"2022-04-29 22:53:19"
430,23.75,63.38,214.93,98770.00,8.00,10.00,11.00,1392.00,415.00,41.00,4.00,2.00,0.00,405.00,0.00,1129.00,41110.00,"2022-04-29 22:53:47"
431,23.81,64.21,215.10,98768.00,6.00,7.00,7.00,1029.00,322.00,27.00,0.00,0.00,0.00,423.00,3.00,1145.00,41110.00,"2022-04-29 22:54:14"
432,23.81,64.51,215.10,98768.00,6.00,9.00,12.00,1185.00,373.00,51.00,6.00,4.00,0.00,415.00,2.00,1128.00,40788.00,"2022-04-29 22:54:41"
433,23.77,63.14,215.18,98767.00,7.00,8.00,11.00,1245.00,385.00,41.00,4.00,4.00,0.00,403.00,0.00,1138.00,41687.00,"2022-04-29 22:55:08"
434,23.74,62.05,215.35,98765.00,8.00,9.00,10.00,1245.00,384.00,39.00,4.00,0.00,0.00,400.00,0.00,1139.00,42194.00,"2022-04-29 22:55:35"
435,23.73,62.03,215.35,98765.00,6.00,8.00,10.00,1128.00,358.00,43.00,5.00,0.00,0.00,409.00,1.00,1106.00,42237.00,"2022-04-29 22:56:02"
436,23.69,61.63,215.61,98762.00,6.00,6.00,6.00,1143.00,346.00,10.00,0.00,0.00,0.00,400.00,0.00,1098.00,42280.00,"2022-04-29 22:56:30"
437,23.68,62.15,215.86,98759.00,6.00,8.00,10.00,1074.00,320.00,29.00,6.00,2.00,2.00,400.00,0.00,1107.00,42323.00,"2022-04-29 22:56:57"
438,23.64,61.73,216.12,98756.00,6.00,8.00,10.00,1224.00,384.00,41.00,4.00,2.00,0.00,403.00,0.00,1125.00,42758.00,"2022-04-29 22:57:24"
439,23.65,61.96,216.29,98754.00,6.00,6.00,8.00,1134.00,329.00,25.00,4.00,2.00,0.00,420.00,3.00,1115.00,42409.00,"2022-04-29 22:57:51"
440,23.69,63.11,216.20,98755.00,5.00,5.00,5.00,981.00,312.00,9.00,0.00,0.00,0.00,424.00,3.00,1107.00,41645.00,"2022-04-29 22:58:18"
441,23.72,63.33,215.86,98759.00,6.00,7.00,7.00,1227.00,379.00,23.00,0.00,0.00,0.00,418.00,2.00,1118.00,41521.00,"2022-04-29 22:58:45"
442,23.78,63.67,215.86,98759.00,8.00,8.00,9.00,1245.00,379.00,12.00,2.00,2.00,0.00,415.00,2.00,1131.00,40708.00,"2022-04-29 22:59:12"
443,23.78,62.80,215.61,98762.00,7.00,8.00,12.00,1182.00,365.00,41.00,7.00,5.00,0.00,423.00,3.00,1130.00,42802.00,"2022-04-29 22:59:39"
444,23.79,63.14,215.52,98763.00,6.00,7.00,10.00,1068.00,317.00,30.00,4.00,4.00,2.00,417.00,2.00,1145.00,42453.00,"2022-04-29 23:00:06"
445,23.78,62.96,215.44,98764.00,8.00,9.00,10.00,1302.00,390.00,38.00,2.00,2.00,2.00,424.00,3.00,1131.00,43247.00,"2022-04-29 23:00:34"
446,23.77,62.67,215.44,98764.00,7.00,9.00,12.00,1227.00,399.00,55.00,6.00,2.00,0.00,403.00,0.00,1130.00,44354.00,"2022-04-29 23:01:01"
447,23.77,62.55,215.44,98764.00,7.00,11.00,12.00,1278.00,402.00,55.00,4.00,2.00,0.00,407.00,0.00,1106.00,43978.00,"2022-04-29 23:01:28"
448,23.80,63.54,215.35,98765.00,7.00,10.00,17.00,1218.00,382.00,77.00,13.00,6.00,4.00,420.00,3.00,1152.00,43473.00,"2022-04-29 23:01:55"
449,23.80,63.37,215.44,98764.00,10.00,10.00,18.00,1452.00,450.00,32.00,13.00,13.00,0.00,423.00,3.00,1143.00,44354.00,"2022-04-29 23:02:22"
450,23.77,62.08,215.44,98764.00,10.00,12.00,14.00,1413.00,438.00,54.00,2.00,2.00,2.00,444.00,6.00,1147.00,45123.00,"2022-04-29 23:02:49"
451,23.78,62.35,215.35,98765.00,8.00,14.00,18.00,1428.00,448.00,80.00,12.00,6.00,0.00,400.00,0.00,1142.00,45419.00,"2022-04-29 23:03:16"
452,23.80,62.69,215.27,98766.00,8.00,9.00,10.00,1233.00,387.00,28.00,2.00,2.00,0.00,407.00,1.00,1141.00,44496.00,"2022-04-29 23:03:43"
453,23.84,63.50,215.27,98766.00,7.00,8.00,10.00,1125.00,358.00,39.00,2.00,2.00,0.00,427.00,4.00,1127.00,42539.00,"2022-04-29 23:04:11"
454,23.85,63.97,215.44,98764.00,6.00,7.00,7.00,1053.00,332.00,26.00,0.00,0.00,0.00,400.00,0.00,1121.00,42237.00,"2022-04-29 23:04:38"
455,23.88,64.34,215.44,98764.00,8.00,11.00,11.00,1485.00,447.00,53.00,4.00,0.00,0.00,421.00,3.00,1150.00,41192.00,"2022-04-29 23:05:05"
456,23.92,64.13,215.35,98765.00,6.00,10.00,15.00,1209.00,373.00,71.00,9.00,7.00,0.00,427.00,4.00,1159.00,41110.00,"2022-04-29 23:05:32"
457,23.90,63.68,215.52,98763.00,6.00,7.00,9.00,1155.00,361.00,17.00,4.00,2.00,0.00,421.00,3.00,1161.00,40908.00,"2022-04-29 23:05:59"
458,23.87,63.82,215.44,98764.00,6.00,7.00,7.00,1155.00,353.00,19.00,2.00,0.00,0.00,425.00,3.00,1136.00,40989.00,"2022-04-29 23:06:26"
459,23.85,63.62,215.52,98763.00,9.00,9.00,12.00,1368.00,431.00,31.00,4.00,2.00,2.00,414.00,2.00,1151.00,41029.00,"2022-04-29 23:06:53"
460,23.84,63.52,215.61,98762.00,6.00,7.00,10.00,1206.00,361.00,26.00,7.00,2.00,0.00,417.00,2.00,1148.00,40629.00,"2022-04-29 23:07:21"
461,23.85,63.90,215.52,98763.00,8.00,10.00,12.00,1329.00,423.00,38.00,4.00,2.00,2.00,413.00,1.00,1145.00,40470.00,"2022-04-29 23:07:47"
462,23.85,63.79,215.52,98763.00,5.00,7.00,12.00,1089.00,325.00,32.00,10.00,8.00,0.00,414.00,2.00,1147.00,40003.00,"2022-04-29 23:08:15"
463,23.90,64.36,215.44,98764.00,7.00,8.00,9.00,1266.00,400.00,32.00,2.00,2.00,0.00,432.00,4.00,1150.00,31929.00,"2022-04-29 23:09:50"
464,23.90,64.03,215.35,98765.00,8.00,12.00,14.00,1320.00,405.00,64.00,6.00,2.00,0.00,422.00,3.00,1177.00,35559.00,"2022-04-29 23:10:07"
465,23.89,64.16,215.27,98766.00,7.00,9.00,9.00,1236.00,393.00,34.00,0.00,0.00,0.00,423.00,3.00,1131.00,31807.00,"2022-04-29 23:10:57"
